353.464617,354.736231,356.786393,365.034973
353.47834,354.755617,356.86046,365.640678
353.491917,354.774652,356.936437,366.234676
353.506476,354.795435,357.054615,366.834912
353.519885,354.815293,357.136454,367.434625
353.531694,354.836163,357.210315,368.031541
353.545175,354.85686,357.283903,368.62795
353.55685,354.878233,357.3569,369.234345
353.568452,354.898034,357.43288,369.833789
353.580138,354.918477,357.508154,370.424661
353.592577,354.93916,357.583266,371.030306
353.606419,354.95895,357.656814,371.624272
353.6182,354.97938,357.730955,372.226129
353.632224,355.00109,357.803953,372.820719
353.645258,355.021643,357.878638,373.415859
353.658702,355.045225,357.952464,374.010859
353.672314,355.066231,358.030638,374.599451
353.685395,355.086313,358.10807,375.193639
353.697777,355.104438,358.185608,375.808343
353.70981,355.124621,358.26193,376.403457
353.721968,355.145534,358.33689,377.000835
353.733513,355.163733,358.418229,377.590266
353.745583,355.184671,358.518409,378.176287
353.756887,355.204177,358.593531,378.774436
353.768977,355.223152,358.66946,379.372029
353.782695,355.241582,358.745843,379.966353
353.799418,355.262942,358.820403,380.560197
353.813117,355.282756,358.897145,381.161523
353.826757,355.303135,358.971586,381.761927
353.840711,355.324373,359.046347,382.358408
353.853253,355.347622,359.118551,382.964883
353.864725,355.36928,359.192141,383.558587
353.875893,355.391476,359.266425,384.160881
353.886592,355.41573,359.34373,384.760395
353.897675,355.437938,359.419579,385.351791
353.908613,355.457852,359.497064,385.979638
353.919376,355.478599,359.574978,386.583763
353.930149,355.499179,359.652779,387.21121
353.941612,355.518732,359.729096,387.818211
353.953468,355.542613,359.803904,388.409898
353.964313,355.561702,359.878022,389.005407
353.974972,355.581013,359.952687,389.633595
353.985732,355.600187,360.029413,390.237433
353.997895,355.620031,360.103711,390.841218
354.008943,355.63953,360.178382,391.438128
354.0197,355.658873,360.252584,392.046912
354.032516,355.678631,360.327436,392.661096
354.04479,355.697481,360.40184,393.261159
354.055741,355.717662,360.478687,393.856326
354.067027,355.737474,360.553673,394.458679
354.077987,355.755473,360.628433,395.065796
354.088818,355.775128,360.702947,395.673568
354.099929,355.794431,360.777403,396.280823
354.111072,355.813312,360.851629,396.88849
354.121963,355.833848,360.926518,397.508073
354.13277,355.854315,361.004101,398.112025
354.145093,355.874824,361.079206,398.754814
354.156492,355.895993,361.154009,399.362401
354.168047,355.915616,361.230724,399.975771
354.180982,355.935069,361.310101,400.579046
354.192308,355.954325,361.385492,401.179044
354.203269,355.97451,361.463338,401.807501
354.215191,355.993144,361.538489,402.415339
354.226284,356.011502,361.614151,403.037424
354.237179,356.030749,361.691027,403.644535
354.247887,356.048116,361.772813,404.243423
354.259675,356.070011,361.848487,404.846533
354.270854,356.092259,361.924757,405.463837
354.282894,356.11098,362.018957,406.0836
354.294338,356.129106,362.095232,406.697152
354.305662,356.150922,362.170424,407.308321
354.317411,356.170643,362.246715,407.916824
354.329544,356.189536,362.322271,408.528891
354.343035,356.208235,362.39804,409.164976
354.354733,356.227043,362.476041,409.781394
354.366617,356.243595,362.551462,410.386364
354.378729,356.260561,362.624992,410.980563
354.391656,356.279208,362.699794,411.582599
354.406609,356.297158,362.774052,412.188917
354.421499,356.315538,362.847768,412.807437
354.43403,356.332311,362.922022,413.412944
354.447013,356.3512,362.996182,414.008582
354.459088,356.370203,363.071834,414.61801
354.472565,356.387387,363.146746,415.216116
354.485166,356.414165,363.221665,415.861196
354.497476,356.440592,363.297427,416.505201
354.511438,356.458892,363.371717,417.117944
354.525005,356.478556,363.447403,417.721194
354.536824,356.498934,363.525984,418.330957
354.550221,356.515328,363.601027,418.941736
354.570283,356.532837,363.67578,419.545204
354.588177,356.549775,363.749677,420.148522
354.602883,356.566572,363.826092,420.749122
354.618516,356.584437,363.900503,421.357964
354.632442,356.601997,363.976377,421.962637
354.647034,356.619441,364.059254,422.560228
354.66083,356.642092,364.134791,423.168408
354.675397,356.660767,364.211398,423.783619
354.689877,356.677648,364.287963,424.38835
354.703115,356.695821,364.363527,424.991932
354.715986,356.714075,364.440781,425.595675
