0.04317999,0.064183,0.08180785,0.19832611
0.03763604,0.02687812,0.07102084,0.45264196
0.02354813,0.02368093,0.03763008,0.45075607
0.02097297,0.0211401,0.02957916,0.41970706
0.02236509,0.02072692,0.02884388,0.22686005
0.01977992,0.01549006,0.12178993,0.35258102
0.02090597,0.0194931,0.02909708,0.93205595
0.02430081,0.02142787,0.11041093,0.33783913
0.084059,0.01992297,0.23028708,0.41417193
0.03814197,0.03155708,0.03307509,0.43776584
0.01981807,0.0151279,0.2827239,0.19798398
0.03021407,0.01515794,0.30885601,0.19316602
0.01884985,0.016541,0.18811893,0.17157197
0.01805687,0.01453209,0.04472589,0.15323019
0.02231193,0.01618695,0.03663898,0.16207385
0.01852489,0.01779699,0.03974199,0.17104101
0.01938486,0.02399492,0.03514791,0.15584993
0.01784205,0.02343702,0.0271771,0.28274798
0.01838493,0.04626799,0.02562594,0.15570402
0.01734519,0.02380991,0.02663112,0.14584088
0.01966214,0.03407598,0.04245996,0.27672887
0.02534008,0.05589986,0.02802396,0.155653
0.01256394,0.042135,0.02704906,0.17360091
0.01202512,0.01897693,0.02427411,0.18269801
0.0123868,0.01781893,0.02694607,0.1474781
0.012959,0.09886312,0.04585099,0.1589601
0.012573,0.07416511,0.16589093,0.16561699
0.0126121,0.05721807,0.18407393,0.17365789
0.02351308,0.02764988,0.02902889,0.2697742
0.02904391,0.02272606,0.02684903,0.16180182
0.02864695,0.020401,0.02460289,0.17457104
0.03535509,0.0174551,0.04834223,0.1582489
0.03472495,0.01746798,0.04200196,0.50117111
0.203861,0.02398396,0.22538114,0.26841998
0.06563592,0.0403161,0.06008983,0.17431593
0.02403092,0.02204585,0.02469301,0.28201699
0.07273507,0.01940989,0.08626986,0.220577
0.02680087,0.01526403,0.26845098,0.23786211
0.02411485,0.01598787,0.06412888,0.35872102
0.02993393,0.016186,0.06667495,0.44396019
0.03476381,0.02567196,0.04718399,0.47051597
0.03468704,0.12985802,0.39119506,0.1748569
0.01834488,0.0936501,0.05634904,0.19310904
0.0222652,0.126086,0.05225587,0.17332292
0.02288604,0.08506417,0.10464811,0.18618894
0.02504802,0.10100317,0.04401517,0.33423996
0.0364821,0.04145813,0.06065893,0.16552091
0.01941895,0.02386308,0.29294491,0.1772809
0.02056384,0.02131987,0.10937881,0.21543598
0.01597214,0.02154398,0.06539083,0.16901898
0.02123713,0.01790404,0.04491997,0.17311311
0.01871395,0.01698589,0.07722282,0.16080689
0.01867914,0.01574397,0.02492404,0.16227818
0.01499891,0.01423812,0.02740717,0.28312588
0.0169878,0.01441598,0.02353907,0.14623809
0.01671505,0.01580811,0.02297497,0.15647507
0.01821899,0.01712179,0.02274609,0.17809415
0.0159719,0.02507305,0.02303505,0.20811296
0.0288589,0.01844716,0.02358603,0.26918197
0.016433,0.03129482,0.02372599,0.15648603
0.017133,0.02467895,0.02427006,0.14264989
0.01426888,0.01980495,0.04664803,0.16760898
0.01252007,0.01691794,0.02270699,0.1484921
0.01289988,0.01787496,0.02269411,0.15703893
0.0149579,0.01832509,0.02305412,0.15724277
0.01921916,0.01616597,0.02258992,0.21003604
0.01597595,0.01796293,0.02338314,0.26374698
0.01908708,0.01840091,0.02312112,0.15741992
0.02278304,0.01883006,0.02425385,0.1434989
0.01712894,0.03050518,0.02652121,0.16449189
0.01703811,0.01819396,0.0265789,0.26420903
0.14223695,0.03060102,0.03785586,0.15400386
0.05731201,0.01873899,0.0226469,0.14194584
0.04379702,0.01700497,0.0244801,0.17012596
0.03297591,0.02678418,0.02677798,0.14455891
0.08266306,0.15681911,0.02573109,0.16419888
0.0334568,0.05840611,0.03041315,0.15395403
0.029917,0.02851796,0.02649307,0.26862097
0.01586986,0.02406883,0.03127885,0.15258813
0.02328682,0.01585197,0.02989602,0.15886021
0.02182102,0.02403092,0.03772688,0.16393709
0.02485609,0.01511216,0.02296495,0.18961
0.02111602,0.02103996,0.02301311,0.16278291
0.03287196,0.04813695,0.02230406,0.27630687
0.01557517,0.02158904,0.02382803,0.16325307
0.01385188,0.02382803,0.02298689,0.4747448
0.01459908,0.04180312,0.02570105,0.25521803
0.01672006,0.05443501,0.02308297,0.14356995
0.01564908,0.02499485,0.02486396,0.16238093
0.01592994,0.04752779,0.03656197,0.15496206
0.01419711,0.02023506,0.02293921,0.26865506
0.01732397,0.035676,0.02636981,0.15693784
0.01459312,0.12315202,0.02327394,0.14364195
0.0160532,0.09482622,0.02299285,0.17233992
0.01690102,0.14306808,0.02300406,0.14892006
0.01678109,0.13469505,0.02290082,0.28589296
0.0303812,0.17092395,0.02407503,0.16479206
0.025141,0.10755014,0.02411509,0.15123701
0.04419208,0.08334494,0.03812504,0.16948819
0.03014898,0.0860939,0.02338004,0.15542603
